AGEP,SCHL,MAR,SEX,RAC1P,OCCP,COW,POBP,RELP,WKHP,PINCP
19.0,13.0,5.0,2.0,2.0,4940.0,1.0,4.0,16.0,40.0,False
39.0,16.0,5.0,1.0,1.0,7750.0,1.0,26.0,17.0,40.0,False
23.0,21.0,5.0,1.0,9.0,2360.0,4.0,6.0,17.0,40.0,False
18.0,16.0,5.0,1.0,1.0,4720.0,1.0,53.0,17.0,20.0,False
46.0,19.0,5.0,1.0,1.0,4220.0,1.0,4.0,16.0,40.0,False
19.0,19.0,5.0,1.0,1.0,2555.0,3.0,4.0,17.0,20.0,False
43.0,21.0,3.0,1.0,1.0,8225.0,4.0,42.0,16.0,40.0,False
30.0,18.0,5.0,1.0,1.0,2014.0,4.0,8.0,17.0,40.0,False
24.0,13.0,5.0,1.0,1.0,6355.0,1.0,4.0,16.0,40.0,False
22.0,20.0,5.0,2.0,1.0,4640.0,1.0,4.0,17.0,13.0,False
33.0,19.0,5.0,1.0,1.0,6260.0,1.0,4.0,16.0,40.0,False
42.0,19.0,5.0,1.0,2.0,8140.0,1.0,469.0,16.0,40.0,False
19.0,18.0,5.0,2.0,9.0,4530.0,1.0,6.0,17.0,18.0,False
26.0,11.0,5.0,2.0,3.0,2006.0,4.0,4.0,16.0,40.0,False
62.0,14.0,2.0,1.0,1.0,6460.0,6.0,4.0,17.0,30.0,False
18.0,16.0,5.0,2.0,1.0,4150.0,1.0,32.0,17.0,20.0,False
22.0,17.0,1.0,1.0,8.0,4020.0,1.0,303.0,17.0,45.0,False
22.0,17.0,1.0,1.0,8.0,4020.0,1.0,303.0,17.0,45.0,False
19.0,16.0,5.0,2.0,1.0,5810.0,1.0,4.0,17.0,30.0,False
21.0,18.0,5.0,1.0,2.0,700.0,5.0,425.0,17.0,54.0,False
20.0,16.0,1.0,1.0,1.0,9830.0,5.0,38.0,17.0,80.0,False
33.0,21.0,3.0,1.0,1.0,3940.0,4.0,303.0,16.0,50.0,False
29.0,16.0,5.0,1.0,1.0,7330.0,1.0,6.0,17.0,40.0,False
27.0,16.0,1.0,1.0,2.0,8140.0,1.0,17.0,16.0,40.0,False
18.0,18.0,5.0,2.0,8.0,3960.0,1.0,35.0,17.0,15.0,False
56.0,16.0,5.0,1.0,5.0,4251.0,1.0,49.0,17.0,40.0,False
35.0,13.0,1.0,1.0,1.0,9620.0,1.0,4.0,17.0,40.0,False
20.0,19.0,5.0,2.0,1.0,5240.0,1.0,4.0,17.0,10.0,False
26.0,19.0,5.0,1.0,1.0,4140.0,4.0,4.0,16.0,40.0,False
59.0,20.0,5.0,1.0,1.0,4251.0,6.0,4.0,17.0,16.0,False
49.0,16.0,3.0,1.0,2.0,8710.0,4.0,6.0,16.0,40.0,False
19.0,16.0,5.0,1.0,1.0,3960.0,3.0,22.0,17.0,38.0,False
24.0,14.0,5.0,1.0,2.0,2350.0,4.0,4.0,16.0,40.0,False
22.0,15.0,5.0,2.0,1.0,9825.0,5.0,312.0,17.0,60.0,False
20.0,16.0,5.0,2.0,1.0,5120.0,1.0,4.0,17.0,40.0,False
72.0,23.0,1.0,1.0,1.0,735.0,6.0,17.0,16.0,12.0,False
19.0,19.0,5.0,1.0,1.0,4030.0,1.0,4.0,17.0,20.0,False
39.0,19.0,3.0,2.0,8.0,4920.0,6.0,303.0,16.0,40.0,False
40.0,16.0,5.0,1.0,2.0,9620.0,1.0,6.0,17.0,40.0,False
48.0,19.0,3.0,1.0,1.0,5350.0,1.0,6.0,17.0,40.0,False
28.0,19.0,5.0,1.0,1.0,735.0,1.0,120.0,17.0,45.0,False
23.0,21.0,5.0,1.0,9.0,2360.0,4.0,6.0,17.0,40.0,False
50.0,18.0,3.0,1.0,1.0,4220.0,4.0,35.0,16.0,40.0,False
43.0,22.0,5.0,1.0,2.0,9620.0,4.0,26.0,16.0,40.0,False
21.0,14.0,5.0,1.0,8.0,6230.0,1.0,4.0,16.0,40.0,False
28.0,16.0,1.0,1.0,8.0,4700.0,1.0,6.0,17.0,50.0,False
38.0,20.0,5.0,1.0,2.0,4700.0,1.0,24.0,16.0,28.0,False
22.0,20.0,5.0,2.0,1.0,4640.0,1.0,4.0,17.0,13.0,False
62.0,14.0,2.0,1.0,1.0,6460.0,6.0,4.0,17.0,30.0,False
54.0,16.0,3.0,1.0,1.0,6260.0,7.0,56.0,16.0,30.0,False
26.0,17.0,5.0,1.0,8.0,7340.0,1.0,4.0,16.0,40.0,False
26.0,16.0,5.0,1.0,1.0,9645.0,4.0,303.0,17.0,40.0,False
20.0,16.0,5.0,1.0,6.0,3646.0,1.0,4.0,17.0,30.0,False
35.0,17.0,5.0,1.0,1.0,5610.0,4.0,6.0,17.0,40.0,False
28.0,16.0,1.0,1.0,2.0,9810.0,5.0,37.0,17.0,60.0,False
22.0,17.0,1.0,1.0,8.0,4020.0,1.0,303.0,17.0,45.0,False
49.0,16.0,3.0,1.0,3.0,8990.0,5.0,4.0,16.0,40.0,False
21.0,16.0,5.0,1.0,1.0,3870.0,5.0,6.0,17.0,40.0,True
35.0,13.0,5.0,1.0,8.0,9620.0,1.0,303.0,16.0,40.0,False
25.0,18.0,3.0,1.0,8.0,9130.0,7.0,373.0,17.0,60.0,False
45.0,19.0,5.0,1.0,8.0,4220.0,4.0,6.0,16.0,40.0,False
44.0,18.0,1.0,1.0,2.0,9620.0,5.0,6.0,16.0,40.0,False
48.0,19.0,3.0,1.0,1.0,5350.0,1.0,6.0,17.0,40.0,False
18.0,16.0,5.0,2.0,1.0,4622.0,2.0,53.0,17.0,12.0,False
20.0,16.0,5.0,1.0,1.0,9830.0,5.0,26.0,17.0,80.0,False
20.0,16.0,5.0,1.0,1.0,4720.0,1.0,4.0,17.0,22.0,False
29.0,16.0,5.0,1.0,1.0,4251.0,1.0,6.0,17.0,40.0,False
33.0,17.0,5.0,1.0,1.0,6230.0,4.0,4.0,16.0,40.0,False
48.0,19.0,3.0,1.0,1.0,5350.0,1.0,6.0,17.0,40.0,False
21.0,16.0,5.0,1.0,1.0,6050.0,7.0,16.0,17.0,20.0,False
21.0,14.0,5.0,1.0,2.0,9645.0,5.0,47.0,17.0,45.0,False
50.0,21.0,3.0,1.0,1.0,5000.0,1.0,51.0,17.0,35.0,False
48.0,19.0,3.0,1.0,1.0,5350.0,1.0,6.0,17.0,40.0,False
27.0,20.0,5.0,1.0,3.0,4140.0,1.0,4.0,17.0,20.0,False
50.0,18.0,3.0,1.0,1.0,4220.0,4.0,35.0,16.0,40.0,False
54.0,16.0,2.0,1.0,1.0,7200.0,6.0,42.0,16.0,40.0,False
19.0,19.0,5.0,1.0,1.0,4055.0,1.0,6.0,17.0,20.0,False
56.0,14.0,3.0,1.0,8.0,4251.0,1.0,4.0,16.0,40.0,False
32.0,17.0,5.0,1.0,1.0,9600.0,4.0,4.0,16.0,40.0,False
23.0,21.0,1.0,1.0,2.0,1021.0,4.0,4.0,17.0,3.0,False
28.0,16.0,5.0,2.0,1.0,6050.0,1.0,4.0,16.0,40.0,False
36.0,13.0,5.0,1.0,8.0,5610.0,1.0,72.0,16.0,45.0,False
27.0,20.0,5.0,1.0,3.0,4140.0,1.0,4.0,17.0,20.0,False
18.0,19.0,5.0,1.0,1.0,4055.0,1.0,8.0,17.0,15.0,False
57.0,17.0,5.0,1.0,1.0,4251.0,1.0,4.0,17.0,40.0,False
19.0,16.0,5.0,1.0,1.0,3930.0,1.0,4.0,17.0,20.0,False
20.0,16.0,5.0,1.0,1.0,9130.0,1.0,4.0,17.0,30.0,False
43.0,20.0,5.0,1.0,9.0,6355.0,1.0,4.0,16.0,40.0,False
50.0,18.0,3.0,1.0,1.0,4251.0,6.0,55.0,17.0,40.0,False
25.0,16.0,5.0,1.0,1.0,6730.0,3.0,4.0,16.0,32.0,False
50.0,18.0,3.0,1.0,1.0,4251.0,6.0,55.0,17.0,40.0,False
20.0,19.0,5.0,1.0,1.0,4760.0,1.0,6.0,17.0,35.0,False
19.0,18.0,5.0,2.0,2.0,9830.0,5.0,51.0,17.0,50.0,False
18.0,20.0,5.0,1.0,3.0,20.0,2.0,4.0,17.0,20.0,False
19.0,16.0,5.0,1.0,1.0,7140.0,5.0,13.0,17.0,40.0,False
22.0,18.0,5.0,1.0,1.0,3740.0,5.0,17.0,17.0,96.0,False
25.0,19.0,5.0,2.0,8.0,4251.0,4.0,32.0,16.0,40.0,False
18.0,16.0,1.0,2.0,1.0,4760.0,1.0,6.0,17.0,20.0,True
18.0,16.0,5.0,2.0,1.0,4120.0,4.0,4.0,17.0,12.0,False
18.0,18.0,5.0,2.0,1.0,4150.0,1.0,42.0,17.0,12.0,False
18.0,16.0,5.0,1.0,1.0,9130.0,1.0,27.0,17.0,30.0,False
18.0,18.0,5.0,2.0,8.0,3960.0,1.0,4.0,17.0,5.0,False
23.0,21.0,5.0,1.0,9.0,2360.0,4.0,6.0,17.0,40.0,False
48.0,12.0,1.0,1.0,1.0,6050.0,1.0,303.0,16.0,50.0,False
36.0,14.0,5.0,1.0,2.0,6355.0,1.0,11.0,17.0,40.0,False
41.0,9.0,1.0,1.0,1.0,205.0,6.0,303.0,16.0,56.0,False
30.0,16.0,3.0,1.0,2.0,9830.0,5.0,11.0,17.0,40.0,False
25.0,19.0,5.0,1.0,2.0,7140.0,5.0,51.0,17.0,40.0,False
19.0,19.0,5.0,1.0,1.0,4020.0,1.0,4.0,17.0,25.0,False
19.0,19.0,5.0,2.0,1.0,4435.0,1.0,8.0,17.0,20.0,False
28.0,16.0,5.0,1.0,1.0,6442.0,1.0,6.0,16.0,40.0,False
35.0,19.0,5.0,1.0,1.0,4020.0,4.0,4.0,16.0,40.0,False
19.0,18.0,5.0,1.0,2.0,9350.0,1.0,6.0,17.0,10.0,False
37.0,11.0,5.0,1.0,6.0,7020.0,6.0,210.0,16.0,40.0,False
18.0,20.0,5.0,2.0,1.0,2360.0,1.0,4.0,17.0,3.0,False
19.0,16.0,5.0,1.0,1.0,4760.0,1.0,4.0,17.0,25.0,False
57.0,17.0,5.0,1.0,1.0,4251.0,1.0,4.0,17.0,40.0,False
20.0,18.0,5.0,1.0,1.0,9830.0,5.0,13.0,17.0,40.0,False
30.0,20.0,5.0,1.0,1.0,4220.0,4.0,18.0,16.0,40.0,False
39.0,16.0,5.0,1.0,1.0,7750.0,1.0,26.0,17.0,40.0,False
47.0,16.0,3.0,1.0,1.0,5740.0,2.0,41.0,17.0,45.0,False
42.0,19.0,2.0,2.0,1.0,5120.0,6.0,4.0,16.0,20.0,False
29.0,19.0,5.0,1.0,8.0,3870.0,5.0,373.0,16.0,40.0,False
18.0,18.0,5.0,2.0,1.0,4435.0,1.0,6.0,17.0,20.0,False
21.0,19.0,5.0,1.0,8.0,9830.0,5.0,44.0,17.0,45.0,False
19.0,16.0,5.0,2.0,1.0,4330.0,7.0,4.0,17.0,20.0,False
57.0,19.0,3.0,1.0,1.0,4720.0,4.0,22.0,16.0,30.0,False
27.0,19.0,5.0,1.0,9.0,3930.0,5.0,6.0,17.0,40.0,False
19.0,18.0,5.0,2.0,1.0,2360.0,1.0,4.0,17.0,10.0,False
19.0,19.0,5.0,2.0,9.0,40.0,1.0,6.0,17.0,40.0,False
49.0,16.0,4.0,1.0,1.0,8710.0,1.0,6.0,16.0,30.0,False
18.0,18.0,5.0,1.0,8.0,2350.0,1.0,6.0,17.0,15.0,True
19.0,16.0,5.0,1.0,1.0,9825.0,5.0,12.0,17.0,80.0,False
56.0,20.0,5.0,1.0,1.0,4720.0,3.0,51.0,16.0,40.0,False
23.0,21.0,5.0,2.0,1.0,4621.0,1.0,17.0,17.0,20.0,False
28.0,16.0,1.0,1.0,8.0,4700.0,1.0,6.0,17.0,50.0,False
19.0,18.0,5.0,2.0,1.0,2360.0,1.0,4.0,17.0,10.0,False
23.0,19.0,5.0,1.0,1.0,9825.0,5.0,21.0,17.0,60.0,False
19.0,19.0,5.0,1.0,1.0,4622.0,1.0,6.0,17.0,18.0,False
39.0,14.0,3.0,1.0,8.0,9130.0,6.0,303.0,16.0,30.0,False
35.0,17.0,5.0,1.0,1.0,5610.0,4.0,6.0,17.0,40.0,False
25.0,14.0,1.0,1.0,1.0,6260.0,1.0,4.0,17.0,20.0,False
25.0,16.0,5.0,1.0,1.0,1021.0,1.0,6.0,17.0,40.0,False
36.0,14.0,5.0,1.0,2.0,6355.0,1.0,11.0,17.0,40.0,False
34.0,17.0,5.0,1.0,9.0,9620.0,1.0,4.0,16.0,40.0,False
37.0,16.0,1.0,1.0,1.0,4020.0,1.0,6.0,17.0,70.0,False
19.0,19.0,5.0,2.0,1.0,4110.0,1.0,4.0,17.0,25.0,False
18.0,20.0,5.0,1.0,3.0,20.0,2.0,4.0,17.0,20.0,False
19.0,18.0,5.0,2.0,9.0,4150.0,1.0,8.0,17.0,40.0,False
20.0,16.0,5.0,1.0,6.0,3646.0,1.0,4.0,17.0,30.0,False
21.0,19.0,5.0,2.0,2.0,4760.0,1.0,4.0,17.0,30.0,False
48.0,19.0,3.0,1.0,1.0,5350.0,1.0,6.0,17.0,40.0,False
19.0,19.0,5.0,1.0,1.0,9645.0,1.0,32.0,17.0,20.0,False
19.0,18.0,5.0,2.0,2.0,9830.0,5.0,51.0,17.0,50.0,False
29.0,19.0,5.0,1.0,3.0,9620.0,1.0,4.0,16.0,40.0,False
21.0,14.0,5.0,1.0,2.0,9645.0,5.0,47.0,17.0,45.0,False
65.0,21.0,3.0,2.0,1.0,2600.0,6.0,6.0,16.0,4.0,False
19.0,19.0,5.0,2.0,1.0,4622.0,2.0,4.0,17.0,20.0,False
22.0,17.0,1.0,1.0,8.0,4020.0,1.0,303.0,17.0,45.0,False
18.0,14.0,5.0,2.0,1.0,4030.0,1.0,36.0,17.0,20.0,False
18.0,16.0,5.0,2.0,1.0,4120.0,4.0,4.0,17.0,12.0,False
24.0,18.0,5.0,1.0,2.0,9610.0,1.0,29.0,16.0,40.0,False
38.0,20.0,1.0,2.0,8.0,4251.0,7.0,6.0,17.0,40.0,True
19.0,19.0,5.0,1.0,1.0,4540.0,1.0,1.0,17.0,21.0,False
35.0,17.0,5.0,1.0,1.0,5610.0,4.0,6.0,17.0,40.0,False
45.0,17.0,1.0,1.0,2.0,4020.0,4.0,26.0,16.0,40.0,False
29.0,17.0,5.0,1.0,1.0,4251.0,6.0,6.0,16.0,40.0,False
19.0,19.0,5.0,2.0,2.0,5400.0,1.0,4.0,17.0,20.0,False
20.0,16.0,5.0,1.0,6.0,3646.0,1.0,4.0,17.0,30.0,False
43.0,19.0,5.0,1.0,2.0,4000.0,1.0,8.0,16.0,40.0,False
48.0,19.0,3.0,1.0,1.0,4850.0,1.0,19.0,16.0,1.0,False
22.0,13.0,5.0,1.0,2.0,7610.0,1.0,35.0,16.0,40.0,False
50.0,21.0,3.0,1.0,1.0,5000.0,1.0,51.0,17.0,35.0,False
20.0,16.0,5.0,1.0,1.0,4030.0,1.0,48.0,17.0,15.0,False
35.0,18.0,1.0,1.0,1.0,4020.0,5.0,13.0,17.0,60.0,False
39.0,16.0,5.0,1.0,1.0,4020.0,1.0,21.0,16.0,30.0,False
19.0,19.0,5.0,2.0,1.0,110.0,1.0,4.0,17.0,35.0,False
62.0,14.0,2.0,1.0,1.0,6460.0,6.0,4.0,17.0,30.0,False
55.0,13.0,5.0,1.0,1.0,9620.0,1.0,6.0,17.0,40.0,False
20.0,19.0,5.0,2.0,1.0,5400.0,1.0,32.0,17.0,20.0,False
55.0,13.0,5.0,1.0,1.0,9620.0,1.0,6.0,17.0,40.0,False
42.0,14.0,3.0,1.0,1.0,9620.0,1.0,42.0,16.0,75.0,False
22.0,19.0,5.0,2.0,8.0,5400.0,3.0,4.0,17.0,30.0,False
30.0,14.0,5.0,1.0,1.0,9620.0,4.0,303.0,16.0,40.0,False
34.0,17.0,5.0,1.0,8.0,4020.0,4.0,4.0,16.0,40.0,False
20.0,19.0,5.0,2.0,1.0,4110.0,1.0,4.0,17.0,40.0,False
35.0,19.0,3.0,1.0,1.0,6260.0,1.0,4.0,16.0,40.0,False
18.0,16.0,1.0,2.0,1.0,4760.0,1.0,6.0,17.0,20.0,True
18.0,18.0,5.0,1.0,1.0,4622.0,1.0,27.0,17.0,50.0,False
18.0,18.0,5.0,2.0,1.0,4600.0,1.0,8.0,17.0,12.0,False
20.0,19.0,5.0,2.0,1.0,2350.0,4.0,4.0,17.0,10.0,False
20.0,19.0,5.0,1.0,1.0,4220.0,3.0,6.0,17.0,40.0,False
35.0,17.0,5.0,1.0,1.0,5610.0,4.0,6.0,17.0,40.0,False
19.0,18.0,5.0,2.0,5.0,4150.0,1.0,35.0,17.0,20.0,False
43.0,19.0,5.0,1.0,2.0,4000.0,1.0,8.0,16.0,40.0,False
36.0,19.0,1.0,1.0,1.0,136.0,5.0,8.0,17.0,60.0,False
20.0,19.0,5.0,2.0,1.0,4640.0,4.0,4.0,17.0,30.0,False
20.0,16.0,5.0,1.0,6.0,2360.0,5.0,4.0,17.0,26.0,False
21.0,19.0,5.0,1.0,1.0,3870.0,5.0,26.0,17.0,40.0,False
28.0,16.0,1.0,1.0,8.0,4700.0,1.0,6.0,17.0,50.0,False
20.0,16.0,5.0,1.0,1.0,4720.0,1.0,4.0,17.0,22.0,False
43.0,9.0,5.0,1.0,1.0,4020.0,4.0,303.0,16.0,40.0,False
35.0,13.0,5.0,1.0,8.0,9620.0,1.0,303.0,16.0,40.0,False
18.0,16.0,5.0,2.0,1.0,4150.0,1.0,6.0,17.0,10.0,False
32.0,16.0,5.0,1.0,1.0,3710.0,5.0,12.0,17.0,60.0,False
33.0,17.0,5.0,1.0,2.0,4251.0,4.0,17.0,16.0,40.0,False
49.0,21.0,5.0,1.0,2.0,3740.0,4.0,18.0,16.0,30.0,False
22.0,15.0,5.0,1.0,8.0,6460.0,6.0,4.0,16.0,40.0,False
20.0,19.0,5.0,2.0,1.0,4600.0,6.0,25.0,17.0,25.0,False
19.0,19.0,5.0,2.0,1.0,4350.0,1.0,4.0,17.0,5.0,False
19.0,19.0,5.0,2.0,1.0,800.0,3.0,4.0,17.0,25.0,False
18.0,16.0,5.0,2.0,8.0,4030.0,1.0,6.0,17.0,14.0,False
23.0,21.0,5.0,1.0,9.0,2360.0,4.0,6.0,17.0,40.0,False
18.0,16.0,5.0,2.0,5.0,5400.0,1.0,4.0,17.0,20.0,False
20.0,16.0,5.0,1.0,1.0,3870.0,5.0,19.0,17.0,40.0,False
29.0,19.0,3.0,1.0,1.0,7315.0,4.0,4.0,16.0,20.0,False
18.0,16.0,5.0,2.0,1.0,4120.0,4.0,4.0,17.0,12.0,False
18.0,16.0,5.0,2.0,1.0,4150.0,1.0,32.0,17.0,20.0,False
19.0,19.0,5.0,2.0,1.0,4720.0,1.0,4.0,17.0,25.0,False
19.0,20.0,5.0,2.0,1.0,4350.0,1.0,4.0,17.0,30.0,False
20.0,16.0,5.0,1.0,1.0,4110.0,1.0,6.0,17.0,12.0,False
64.0,16.0,2.0,1.0,8.0,5400.0,2.0,4.0,17.0,40.0,False
19.0,19.0,5.0,1.0,1.0,2555.0,3.0,4.0,17.0,20.0,False
40.0,15.0,1.0,1.0,1.0,7200.0,1.0,4.0,16.0,43.0,True
