AGEP,SCHL,MAR,SEX,RAC1P,OCCP,COW,POBP,RELP,WKHP,PINCP
68.0,22.0,2.0,2.0,1.0,350.0,2.0,8.0,0.0,45.0,True
58.0,21.0,1.0,1.0,1.0,2002.0,1.0,49.0,0.0,36.0,True
59.0,20.0,1.0,2.0,1.0,5120.0,2.0,45.0,1.0,24.0,False
72.0,16.0,1.0,2.0,1.0,5820.0,1.0,33.0,1.0,44.0,False
77.0,16.0,1.0,1.0,1.0,205.0,6.0,6.0,0.0,50.0,False
57.0,20.0,1.0,2.0,1.0,4230.0,1.0,38.0,0.0,40.0,False
63.0,21.0,1.0,1.0,1.0,6800.0,1.0,55.0,0.0,44.0,True
58.0,21.0,1.0,2.0,1.0,440.0,6.0,165.0,1.0,25.0,False
48.0,18.0,3.0,1.0,1.0,5740.0,1.0,56.0,0.0,50.0,True
53.0,19.0,1.0,2.0,1.0,420.0,2.0,56.0,0.0,25.0,False
67.0,16.0,1.0,2.0,1.0,4720.0,1.0,8.0,0.0,21.0,False
55.0,21.0,1.0,2.0,1.0,2330.0,3.0,56.0,0.0,35.0,False
30.0,17.0,5.0,1.0,1.0,8740.0,1.0,8.0,0.0,40.0,True
37.0,21.0,1.0,1.0,1.0,1530.0,7.0,8.0,0.0,40.0,False
34.0,21.0,1.0,2.0,1.0,3322.0,1.0,56.0,1.0,30.0,False
71.0,19.0,2.0,1.0,1.0,7240.0,6.0,8.0,0.0,10.0,False
39.0,22.0,1.0,2.0,1.0,2205.0,2.0,56.0,0.0,45.0,True
35.0,19.0,1.0,1.0,1.0,205.0,7.0,56.0,1.0,80.0,True
62.0,19.0,1.0,1.0,9.0,7640.0,5.0,31.0,0.0,56.0,True
26.0,19.0,5.0,1.0,1.0,9645.0,1.0,56.0,2.0,21.0,False
31.0,18.0,5.0,1.0,1.0,6305.0,1.0,56.0,0.0,40.0,True
57.0,19.0,1.0,2.0,1.0,3270.0,6.0,27.0,0.0,2.0,False
57.0,21.0,1.0,1.0,1.0,6260.0,1.0,56.0,1.0,40.0,False
68.0,20.0,1.0,2.0,1.0,3255.0,2.0,56.0,1.0,20.0,True
25.0,19.0,5.0,1.0,9.0,4000.0,1.0,29.0,0.0,40.0,False
61.0,19.0,1.0,1.0,1.0,6200.0,1.0,54.0,0.0,45.0,True
59.0,21.0,1.0,2.0,1.0,2310.0,2.0,22.0,1.0,45.0,True
64.0,16.0,1.0,1.0,1.0,7220.0,1.0,32.0,0.0,40.0,True
35.0,16.0,5.0,1.0,1.0,6515.0,1.0,56.0,2.0,30.0,False
24.0,16.0,5.0,1.0,1.0,9610.0,6.0,56.0,0.0,65.0,False
22.0,16.0,5.0,2.0,1.0,4110.0,1.0,6.0,13.0,35.0,False
31.0,17.0,5.0,1.0,1.0,9610.0,6.0,56.0,15.0,65.0,False
29.0,19.0,1.0,1.0,1.0,9830.0,5.0,13.0,0.0,40.0,False
25.0,19.0,1.0,2.0,1.0,5740.0,1.0,13.0,1.0,40.0,False
60.0,22.0,1.0,1.0,1.0,2310.0,4.0,30.0,0.0,60.0,True
39.0,19.0,1.0,2.0,3.0,5740.0,3.0,56.0,0.0,40.0,False
44.0,20.0,1.0,1.0,3.0,4220.0,3.0,56.0,1.0,40.0,False
37.0,18.0,1.0,1.0,1.0,7340.0,1.0,32.0,1.0,45.0,True
32.0,19.0,1.0,2.0,3.0,2300.0,3.0,56.0,0.0,10.0,False
33.0,15.0,1.0,1.0,3.0,6230.0,3.0,56.0,1.0,40.0,False
78.0,21.0,1.0,1.0,1.0,9122.0,4.0,56.0,1.0,18.0,True
28.0,19.0,1.0,1.0,1.0,220.0,1.0,49.0,0.0,50.0,False
24.0,22.0,1.0,2.0,1.0,2545.0,3.0,49.0,1.0,50.0,False
31.0,21.0,5.0,2.0,1.0,2320.0,4.0,30.0,0.0,40.0,True
30.0,21.0,5.0,1.0,1.0,440.0,1.0,56.0,0.0,40.0,False
38.0,18.0,3.0,2.0,1.0,440.0,4.0,56.0,0.0,40.0,False
29.0,21.0,1.0,1.0,1.0,7700.0,1.0,56.0,0.0,42.0,False
30.0,21.0,1.0,2.0,1.0,20.0,1.0,46.0,1.0,48.0,False
37.0,18.0,1.0,2.0,1.0,4720.0,1.0,49.0,0.0,40.0,False
37.0,21.0,1.0,1.0,1.0,705.0,1.0,49.0,1.0,54.0,False
46.0,24.0,1.0,2.0,1.0,2205.0,4.0,55.0,0.0,45.0,True
55.0,20.0,1.0,1.0,1.0,565.0,4.0,56.0,1.0,40.0,False
54.0,20.0,1.0,2.0,1.0,2310.0,2.0,34.0,0.0,40.0,False
54.0,21.0,1.0,1.0,1.0,800.0,7.0,8.0,1.0,80.0,True
19.0,18.0,5.0,2.0,1.0,4110.0,1.0,56.0,0.0,29.0,False
20.0,15.0,5.0,1.0,1.0,7510.0,1.0,56.0,13.0,38.0,False
33.0,16.0,5.0,2.0,1.0,110.0,1.0,56.0,0.0,55.0,True
33.0,17.0,5.0,1.0,1.0,1108.0,1.0,6.0,13.0,40.0,False
67.0,16.0,5.0,1.0,1.0,205.0,6.0,56.0,0.0,60.0,True
54.0,21.0,1.0,2.0,1.0,300.0,1.0,56.0,0.0,40.0,True
59.0,20.0,1.0,1.0,1.0,1430.0,1.0,56.0,1.0,32.0,False
33.0,19.0,1.0,1.0,1.0,7220.0,1.0,6.0,0.0,40.0,True
34.0,19.0,1.0,2.0,1.0,4700.0,1.0,49.0,1.0,26.0,False
53.0,19.0,5.0,2.0,1.0,5740.0,1.0,48.0,0.0,43.0,False
52.0,16.0,1.0,1.0,1.0,6005.0,1.0,56.0,0.0,40.0,True
55.0,19.0,1.0,2.0,1.0,4810.0,1.0,49.0,1.0,40.0,True
25.0,19.0,5.0,1.0,1.0,5300.0,1.0,56.0,2.0,40.0,False
26.0,19.0,5.0,2.0,1.0,4110.0,1.0,49.0,4.0,20.0,False
53.0,21.0,1.0,1.0,1.0,6355.0,1.0,49.0,0.0,40.0,True
52.0,21.0,1.0,2.0,1.0,2310.0,3.0,49.0,1.0,50.0,True
46.0,21.0,2.0,1.0,1.0,6355.0,1.0,56.0,0.0,40.0,True
38.0,17.0,5.0,1.0,1.0,9130.0,1.0,56.0,0.0,50.0,False
33.0,19.0,3.0,2.0,1.0,310.0,1.0,55.0,13.0,45.0,False
26.0,20.0,3.0,2.0,1.0,3255.0,1.0,42.0,0.0,40.0,False
24.0,16.0,5.0,1.0,1.0,6442.0,1.0,54.0,13.0,40.0,True
58.0,16.0,3.0,1.0,1.0,9130.0,6.0,30.0,0.0,40.0,True
51.0,16.0,1.0,2.0,1.0,5740.0,2.0,48.0,0.0,25.0,False
54.0,18.0,1.0,1.0,1.0,7220.0,1.0,48.0,1.0,40.0,True
56.0,21.0,1.0,1.0,1.0,420.0,1.0,48.0,0.0,40.0,True
51.0,19.0,1.0,2.0,1.0,5740.0,4.0,215.0,1.0,40.0,False
19.0,19.0,5.0,1.0,1.0,4130.0,4.0,48.0,2.0,20.0,False
71.0,18.0,1.0,1.0,1.0,205.0,7.0,56.0,0.0,80.0,True
73.0,14.0,1.0,1.0,1.0,205.0,7.0,56.0,0.0,84.0,False
69.0,21.0,1.0,2.0,1.0,2545.0,3.0,55.0,1.0,36.0,False
75.0,24.0,2.0,2.0,1.0,4720.0,1.0,6.0,0.0,32.0,False
45.0,23.0,1.0,2.0,1.0,137.0,7.0,56.0,0.0,50.0,True
44.0,19.0,1.0,1.0,1.0,9005.0,5.0,20.0,1.0,45.0,True
43.0,16.0,3.0,2.0,1.0,4720.0,1.0,56.0,2.0,15.0,False
43.0,18.0,3.0,2.0,1.0,4230.0,6.0,13.0,0.0,30.0,False
44.0,14.0,3.0,1.0,1.0,9130.0,1.0,56.0,13.0,40.0,False
56.0,18.0,1.0,2.0,1.0,4850.0,1.0,46.0,0.0,40.0,False
60.0,16.0,1.0,1.0,1.0,4220.0,3.0,56.0,1.0,40.0,False
52.0,21.0,5.0,1.0,1.0,4220.0,3.0,31.0,2.0,40.0,False
65.0,16.0,1.0,1.0,1.0,6442.0,8.0,56.0,0.0,40.0,False
27.0,19.0,5.0,1.0,1.0,8740.0,1.0,4.0,0.0,50.0,False
74.0,21.0,1.0,2.0,1.0,2435.0,3.0,126.0,0.0,25.0,False
53.0,19.0,1.0,1.0,1.0,20.0,1.0,31.0,0.0,77.0,False
51.0,19.0,1.0,2.0,1.0,5740.0,3.0,56.0,1.0,40.0,False
48.0,17.0,1.0,2.0,1.0,9130.0,1.0,30.0,0.0,60.0,False
44.0,16.0,3.0,1.0,1.0,4760.0,1.0,56.0,0.0,55.0,True
25.0,17.0,5.0,1.0,1.0,9130.0,1.0,56.0,2.0,40.0,False
57.0,19.0,1.0,1.0,1.0,9410.0,1.0,49.0,0.0,40.0,True
56.0,16.0,5.0,1.0,1.0,440.0,6.0,17.0,0.0,40.0,False
53.0,16.0,1.0,2.0,3.0,4000.0,5.0,56.0,0.0,40.0,False
56.0,17.0,1.0,1.0,3.0,7340.0,5.0,56.0,1.0,40.0,False
28.0,13.0,5.0,1.0,3.0,7200.0,6.0,56.0,2.0,60.0,False
40.0,19.0,1.0,2.0,1.0,5000.0,1.0,56.0,0.0,40.0,False
38.0,19.0,1.0,1.0,1.0,6442.0,7.0,56.0,1.0,65.0,True
55.0,22.0,1.0,2.0,1.0,3230.0,3.0,56.0,0.0,40.0,True
45.0,20.0,1.0,1.0,1.0,3603.0,3.0,312.0,1.0,48.0,False
18.0,16.0,5.0,1.0,1.0,4760.0,1.0,56.0,2.0,12.0,False
43.0,21.0,5.0,2.0,1.0,530.0,4.0,16.0,0.0,40.0,False
49.0,22.0,1.0,2.0,1.0,1822.0,3.0,29.0,0.0,37.0,True
54.0,18.0,1.0,1.0,1.0,8620.0,3.0,30.0,1.0,25.0,True
51.0,19.0,1.0,1.0,2.0,9130.0,1.0,138.0,0.0,60.0,True
47.0,21.0,1.0,2.0,1.0,5810.0,5.0,8.0,1.0,40.0,False
48.0,16.0,5.0,1.0,1.0,9130.0,1.0,41.0,0.0,70.0,True
21.0,20.0,5.0,1.0,1.0,4340.0,7.0,56.0,0.0,40.0,False
40.0,21.0,1.0,2.0,1.0,3300.0,2.0,36.0,0.0,40.0,False
30.0,16.0,1.0,1.0,8.0,4020.0,1.0,303.0,1.0,30.0,False
55.0,12.0,1.0,1.0,1.0,9130.0,7.0,27.0,0.0,60.0,True
40.0,20.0,3.0,1.0,8.0,4750.0,1.0,48.0,0.0,55.0,False
26.0,16.0,5.0,1.0,1.0,4750.0,1.0,56.0,12.0,55.0,False
45.0,16.0,1.0,1.0,1.0,6442.0,3.0,56.0,2.0,40.0,False
42.0,16.0,1.0,2.0,1.0,5120.0,4.0,56.0,9.0,40.0,False
25.0,16.0,1.0,2.0,1.0,2012.0,2.0,56.0,1.0,60.0,False
59.0,19.0,3.0,2.0,1.0,120.0,3.0,56.0,0.0,40.0,True
30.0,21.0,1.0,1.0,1.0,1360.0,1.0,16.0,0.0,40.0,True
28.0,21.0,1.0,2.0,1.0,1520.0,1.0,6.0,1.0,40.0,True
57.0,20.0,1.0,1.0,3.0,9650.0,1.0,56.0,1.0,40.0,True
34.0,20.0,5.0,2.0,3.0,5310.0,5.0,56.0,2.0,40.0,False
33.0,20.0,5.0,1.0,1.0,6260.0,1.0,56.0,0.0,40.0,False
46.0,17.0,3.0,1.0,1.0,6850.0,7.0,49.0,0.0,50.0,True
43.0,16.0,3.0,2.0,1.0,4040.0,1.0,56.0,13.0,35.0,False
39.0,18.0,5.0,1.0,8.0,410.0,1.0,48.0,2.0,45.0,False
54.0,20.0,1.0,2.0,1.0,5240.0,1.0,53.0,0.0,40.0,False
58.0,18.0,1.0,1.0,1.0,7220.0,1.0,55.0,1.0,40.0,True
41.0,20.0,3.0,1.0,1.0,3300.0,1.0,53.0,0.0,45.0,False
40.0,20.0,3.0,2.0,1.0,150.0,1.0,32.0,12.0,20.0,False
63.0,16.0,1.0,2.0,1.0,6050.0,8.0,8.0,1.0,24.0,False
53.0,20.0,3.0,1.0,1.0,4760.0,1.0,4.0,0.0,55.0,False
30.0,16.0,5.0,1.0,1.0,6200.0,1.0,56.0,0.0,50.0,True
26.0,20.0,5.0,2.0,1.0,4700.0,1.0,53.0,13.0,25.0,False
21.0,21.0,5.0,2.0,1.0,4030.0,4.0,6.0,0.0,12.0,False
32.0,21.0,4.0,1.0,2.0,20.0,1.0,421.0,0.0,33.0,False
59.0,19.0,1.0,2.0,1.0,4700.0,1.0,19.0,0.0,40.0,False
62.0,20.0,1.0,1.0,1.0,7150.0,1.0,48.0,1.0,49.0,False
27.0,16.0,1.0,1.0,1.0,8990.0,1.0,16.0,1.0,60.0,True
81.0,20.0,1.0,2.0,1.0,5420.0,3.0,20.0,1.0,1.0,False
62.0,19.0,1.0,2.0,1.0,440.0,5.0,56.0,0.0,40.0,True
62.0,16.0,1.0,1.0,1.0,4760.0,1.0,42.0,1.0,50.0,False
27.0,16.0,5.0,1.0,1.0,5610.0,1.0,56.0,2.0,45.0,False
61.0,19.0,1.0,1.0,1.0,8740.0,1.0,49.0,1.0,45.0,True
63.0,13.0,3.0,1.0,1.0,9130.0,1.0,48.0,0.0,40.0,False
38.0,16.0,1.0,1.0,1.0,6260.0,6.0,31.0,0.0,30.0,False
34.0,16.0,1.0,2.0,1.0,4621.0,6.0,56.0,1.0,15.0,False
69.0,16.0,1.0,1.0,2.0,9121.0,3.0,37.0,0.0,40.0,True
61.0,16.0,1.0,2.0,1.0,4600.0,3.0,18.0,1.0,37.0,True
55.0,16.0,1.0,1.0,1.0,6950.0,1.0,56.0,0.0,40.0,True
43.0,16.0,1.0,1.0,1.0,4030.0,1.0,56.0,0.0,29.0,False
75.0,21.0,1.0,1.0,1.0,2825.0,5.0,8.0,0.0,60.0,True
44.0,23.0,1.0,2.0,1.0,3258.0,2.0,56.0,0.0,36.0,True
47.0,21.0,1.0,1.0,1.0,410.0,7.0,56.0,1.0,40.0,True
51.0,20.0,1.0,1.0,1.0,9005.0,1.0,49.0,0.0,40.0,True
46.0,16.0,1.0,2.0,1.0,8350.0,7.0,49.0,1.0,40.0,False
58.0,19.0,1.0,1.0,1.0,8300.0,1.0,36.0,0.0,45.0,False
58.0,19.0,1.0,1.0,1.0,5120.0,1.0,56.0,0.0,20.0,False
62.0,19.0,1.0,2.0,1.0,6355.0,7.0,56.0,1.0,50.0,False
46.0,21.0,4.0,2.0,1.0,3645.0,1.0,47.0,0.0,34.0,False
17.0,13.0,5.0,1.0,1.0,9610.0,1.0,21.0,2.0,15.0,False
61.0,21.0,5.0,2.0,1.0,440.0,6.0,56.0,0.0,40.0,False
52.0,20.0,3.0,2.0,1.0,4810.0,1.0,56.0,0.0,40.0,False
27.0,17.0,5.0,1.0,1.0,6230.0,1.0,56.0,0.0,40.0,False
58.0,18.0,1.0,2.0,1.0,6200.0,1.0,8.0,0.0,50.0,True
32.0,16.0,1.0,1.0,1.0,8140.0,1.0,6.0,1.0,55.0,True
