AGEP,SCHL,MAR,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,SEX,RAC1P,ST,PINCP,ESR,FER,HINS2
63.0,16.0,1.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,26000.0,1.0,0.0,False
40.0,15.0,5.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,14700.0,6.0,0.0,False
22.0,14.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,8.0,4.0,3000.0,6.0,0.0,False
48.0,19.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,16100.0,3.0,0.0,False
56.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,21800.0,1.0,0.0,False
39.0,17.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,36000.0,6.0,0.0,False
27.0,20.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,2000.0,1.0,0.0,False
40.0,14.0,3.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,840.0,6.0,0.0,False
19.0,19.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,5000.0,6.0,0.0,False
46.0,17.0,3.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,450.0,6.0,0.0,False
20.0,18.0,5.0,2.0,0.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,1900.0,6.0,2.0,False
23.0,21.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,15020.0,1.0,0.0,False
23.0,12.0,5.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,4.0,200.0,6.0,0.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1000.0,3.0,0.0,False
20.0,19.0,5.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,8500.0,1.0,2.0,True
22.0,13.0,5.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,13300.0,6.0,0.0,False
18.0,16.0,5.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,20000.0,1.0,0.0,True
39.0,19.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,520.0,6.0,0.0,False
38.0,20.0,1.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,4.0,70000.0,1.0,2.0,True
63.0,16.0,1.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,26000.0,1.0,0.0,False
39.0,19.0,3.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,8000.0,6.0,0.0,False
19.0,19.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3800.0,3.0,2.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,5900.0,1.0,0.0,True
20.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,20000.0,4.0,0.0,False
38.0,19.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,10400.0,3.0,0.0,False
22.0,15.0,5.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,250.0,6.0,2.0,False
42.0,19.0,2.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,9500.0,6.0,2.0,False
42.0,16.0,3.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,320.0,6.0,0.0,False
21.0,19.0,5.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,8500.0,1.0,2.0,False
24.0,16.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,650.0,6.0,0.0,False
18.0,9.0,5.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1000.0,6.0,0.0,False
19.0,19.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,10800.0,1.0,0.0,True
28.0,16.0,5.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,31500.0,6.0,0.0,False
21.0,19.0,5.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,7400.0,1.0,2.0,False
19.0,19.0,5.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,11000.0,4.0,2.0,False
48.0,9.0,1.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,4.0,10000.0,6.0,0.0,False
22.0,14.0,5.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,9.0,4.0,5000.0,1.0,0.0,True
45.0,19.0,4.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,12000.0,1.0,0.0,False
20.0,14.0,5.0,1.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,78300.0,6.0,0.0,False
20.0,19.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,5000.0,1.0,2.0,False
25.0,18.0,3.0,2.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,4.0,35000.0,1.0,0.0,False
18.0,18.0,5.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3000.0,3.0,2.0,False
40.0,19.0,5.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,30000.0,6.0,0.0,False
47.0,16.0,3.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,9.0,4.0,1000.0,6.0,0.0,False
57.0,19.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,20800.0,6.0,0.0,False
33.0,17.0,5.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,780.0,6.0,0.0,False
41.0,18.0,5.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,24000.0,6.0,0.0,False
34.0,17.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,8.0,4.0,22000.0,6.0,0.0,False
48.0,12.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,19000.0,6.0,0.0,False
35.0,13.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,5000.0,1.0,0.0,False
20.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1400.0,1.0,0.0,False
42.0,15.0,3.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,5200.0,6.0,0.0,False
19.0,20.0,5.0,2.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,10800.0,1.0,2.0,False
18.0,18.0,5.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,6000.0,6.0,2.0,True
22.0,16.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,6300.0,6.0,0.0,False
50.0,21.0,3.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,21000.0,1.0,0.0,False
29.0,17.0,5.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,6000.0,6.0,0.0,False
19.0,18.0,5.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,9000.0,6.0,0.0,False
24.0,19.0,5.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1000.0,6.0,2.0,False
19.0,13.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2800.0,6.0,2.0,True
39.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,48000.0,1.0,0.0,False
23.0,21.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,4.0,24000.0,1.0,0.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1000.0,3.0,0.0,True
46.0,19.0,5.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,8800.0,6.0,0.0,False
19.0,19.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,10000.0,1.0,0.0,False
43.0,21.0,3.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,12810.0,6.0,0.0,False
30.0,18.0,5.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,16300.0,6.0,0.0,False
24.0,13.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,24000.0,6.0,0.0,False
22.0,20.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,7000.0,1.0,2.0,False
33.0,19.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,12000.0,6.0,0.0,False
42.0,19.0,5.0,2.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,18000.0,6.0,0.0,False
19.0,18.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,4.0,1000.0,1.0,2.0,False
26.0,11.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,10000.0,6.0,2.0,False
62.0,14.0,2.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,5300.0,1.0,0.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3000.0,1.0,2.0,False
22.0,17.0,1.0,2.0,0.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,4.0,22000.0,1.0,0.0,False
22.0,17.0,1.0,2.0,0.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,4.0,22000.0,1.0,0.0,False
19.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1800.0,1.0,2.0,True
21.0,18.0,5.0,2.0,0.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,20000.0,4.0,0.0,False
20.0,16.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,5400.0,4.0,0.0,False
33.0,21.0,3.0,2.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3000.0,6.0,0.0,False
29.0,16.0,5.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,21800.0,1.0,0.0,False
27.0,16.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,26000.0,6.0,0.0,False
18.0,18.0,5.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,8.0,4.0,800.0,6.0,2.0,False
56.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,21800.0,1.0,0.0,False
35.0,13.0,1.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,5000.0,1.0,0.0,False
20.0,19.0,5.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3600.0,1.0,2.0,True
26.0,19.0,5.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,20800.0,6.0,0.0,False
59.0,20.0,5.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,9800.0,3.0,0.0,False
49.0,16.0,3.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,20800.0,6.0,0.0,False
19.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,3300.0,6.0,0.0,False
24.0,14.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,14000.0,6.0,0.0,False
22.0,15.0,5.0,2.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,21000.0,4.0,2.0,False
20.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,6000.0,6.0,2.0,False
72.0,23.0,1.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,40110.0,6.0,0.0,True
19.0,19.0,5.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,6000.0,1.0,0.0,False
39.0,19.0,3.0,1.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,8.0,4.0,6000.0,6.0,2.0,False
40.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,16000.0,1.0,0.0,False
48.0,19.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,16100.0,3.0,0.0,False
28.0,19.0,5.0,2.0,0.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,30000.0,1.0,0.0,False
23.0,21.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,4.0,24000.0,1.0,0.0,False
50.0,18.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,450.0,6.0,0.0,False
43.0,22.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,440.0,6.0,0.0,False
21.0,14.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,8.0,4.0,5000.0,6.0,0.0,False
28.0,16.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,8.0,4.0,44000.0,1.0,0.0,False
38.0,20.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,6000.0,6.0,0.0,False
22.0,20.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,7000.0,1.0,2.0,False
62.0,14.0,2.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,5300.0,1.0,0.0,False
54.0,16.0,3.0,1.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3200.0,6.0,0.0,False
26.0,17.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,8.0,4.0,37000.0,6.0,0.0,False
26.0,16.0,5.0,2.0,0.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,27600.0,1.0,0.0,False
20.0,16.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,6500.0,1.0,0.0,False
35.0,17.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,8000.0,6.0,0.0,False
28.0,16.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,42800.0,4.0,0.0,False
22.0,17.0,1.0,2.0,0.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,4.0,22000.0,1.0,0.0,False
49.0,16.0,3.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,14000.0,6.0,0.0,False
21.0,16.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,220000.0,4.0,0.0,False
35.0,13.0,5.0,2.0,0.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,4.0,18000.0,6.0,0.0,False
25.0,18.0,3.0,2.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,8.0,4.0,35000.0,1.0,0.0,False
45.0,19.0,5.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,4.0,25000.0,6.0,0.0,False
44.0,18.0,1.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1400.0,6.0,0.0,False
48.0,19.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,16100.0,3.0,0.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3500.0,6.0,2.0,True
20.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,10000.0,4.0,0.0,False
20.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,10000.0,1.0,0.0,True
29.0,16.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4900.0,1.0,0.0,False
33.0,17.0,5.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,780.0,6.0,0.0,False
48.0,19.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,16100.0,3.0,0.0,False
21.0,16.0,5.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,700.0,6.0,0.0,True
21.0,14.0,5.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,26000.0,4.0,0.0,False
50.0,21.0,3.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,21000.0,1.0,0.0,False
48.0,19.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,16100.0,3.0,0.0,False
27.0,20.0,5.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,2000.0,1.0,0.0,False
50.0,18.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,450.0,6.0,0.0,False
54.0,16.0,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4700.0,6.0,0.0,False
