AGEP,SCHL,MAR,DIS,ESP,CIT,MIG,SEX,RAC1P,PUMA,ST,OCCP,JWTR,POWPUMA,COW,WKHP,PINCP,ESR,JWMNP
51.0,9.0,5.0,1.0,0.0,1.0,3.0,2.0,1.0,35003.0,49.0,8710.0,1.0,35000.0,1.0,20.0,28200.0,1.0,True
19.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,4055.0,10.0,49000.0,1.0,35.0,3700.0,1.0,False
55.0,17.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,35001.0,49.0,5240.0,0.0,0.0,3.0,42.0,2700.0,6.0,False
21.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,4110.0,1.0,49000.0,1.0,35.0,15000.0,1.0,False
21.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,49002.0,49.0,51.0,11.0,49000.0,1.0,20.0,7300.0,1.0,False
19.0,18.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,35002.0,49.0,3960.0,0.0,0.0,3.0,40.0,3000.0,6.0,False
23.0,19.0,5.0,2.0,0.0,5.0,1.0,1.0,6.0,49003.0,49.0,2545.0,2.0,49000.0,1.0,20.0,18000.0,1.0,False
20.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,35002.0,49.0,4020.0,1.0,3001.0,1.0,25.0,10000.0,1.0,True
20.0,16.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,35002.0,49.0,5860.0,10.0,35000.0,1.0,20.0,5000.0,1.0,False
25.0,14.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,13001.0,49.0,8710.0,0.0,0.0,1.0,46.0,12000.0,6.0,False
21.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,4655.0,0.0,0.0,1.0,10.0,4000.0,3.0,False
21.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,2545.0,10.0,49000.0,1.0,25.0,5500.0,1.0,False
21.0,19.0,5.0,2.0,0.0,5.0,3.0,2.0,6.0,5001.0,49.0,4110.0,1.0,5001.0,1.0,15.0,9000.0,1.0,False
29.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,13001.0,49.0,9610.0,0.0,0.0,1.0,50.0,20000.0,6.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,53001.0,49.0,2360.0,0.0,0.0,1.0,18.0,7000.0,6.0,False
23.0,16.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,35002.0,49.0,8710.0,1.0,35000.0,1.0,20.0,6360.0,1.0,True
17.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,4900.0,1.0,35000.0,1.0,15.0,9500.0,1.0,False
21.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,21001.0,49.0,2440.0,10.0,21001.0,1.0,15.0,3500.0,1.0,False
18.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,1031.0,1.0,49000.0,1.0,15.0,7500.0,1.0,True
31.0,12.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,57002.0,49.0,4750.0,0.0,0.0,1.0,40.0,15000.0,6.0,False
19.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,35002.0,49.0,4110.0,0.0,0.0,1.0,15.0,700.0,6.0,False
42.0,19.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,49001.0,49.0,5610.0,0.0,0.0,1.0,40.0,10000.0,6.0,False
20.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,4720.0,0.0,0.0,1.0,25.0,1700.0,6.0,False
20.0,19.0,5.0,2.0,0.0,1.0,2.0,2.0,9.0,49003.0,49.0,5740.0,0.0,0.0,1.0,20.0,470.0,3.0,False
22.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,49003.0,49.0,2722.0,1.0,13001.0,1.0,30.0,10000.0,1.0,True
19.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,4230.0,0.0,0.0,1.0,40.0,16000.0,6.0,False
19.0,18.0,5.0,2.0,0.0,4.0,3.0,2.0,6.0,35002.0,49.0,3603.0,1.0,11000.0,1.0,15.0,4000.0,1.0,False
55.0,17.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,35004.0,49.0,5240.0,0.0,0.0,3.0,42.0,2700.0,6.0,False
18.0,16.0,5.0,2.0,0.0,3.0,3.0,2.0,1.0,49003.0,49.0,4600.0,0.0,0.0,1.0,6.0,840.0,6.0,False
19.0,16.0,5.0,2.0,0.0,1.0,1.0,2.0,8.0,35002.0,49.0,4850.0,1.0,35000.0,1.0,22.0,5800.0,1.0,False
21.0,19.0,5.0,2.0,0.0,1.0,2.0,2.0,1.0,49003.0,49.0,5300.0,1.0,49000.0,1.0,40.0,7000.0,1.0,False
25.0,21.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,5001.0,49.0,440.0,10.0,5001.0,4.0,20.0,15000.0,1.0,False
20.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,49003.0,49.0,4220.0,9.0,49000.0,2.0,20.0,1000.0,1.0,False
23.0,19.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,49002.0,49.0,6260.0,1.0,49000.0,1.0,20.0,8000.0,1.0,False
25.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,49003.0,49.0,7200.0,0.0,0.0,1.0,35.0,2200.0,3.0,False
52.0,18.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,35004.0,49.0,4621.0,0.0,0.0,1.0,34.0,6000.0,6.0,False
20.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,5400.0,0.0,0.0,1.0,40.0,6000.0,6.0,False
22.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,35002.0,49.0,3603.0,1.0,35000.0,1.0,35.0,2000.0,1.0,False
18.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49002.0,49.0,4020.0,2.0,49000.0,1.0,20.0,1500.0,1.0,False
21.0,19.0,1.0,2.0,0.0,1.0,3.0,1.0,9.0,49003.0,49.0,4220.0,10.0,49000.0,2.0,20.0,10000.0,1.0,False
19.0,18.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,35002.0,49.0,4710.0,1.0,35000.0,1.0,25.0,7000.0,1.0,False
20.0,16.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,35002.0,49.0,5860.0,10.0,35000.0,1.0,20.0,5000.0,1.0,False
25.0,21.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,2001.0,1.0,49000.0,1.0,40.0,10000.0,1.0,False
20.0,19.0,5.0,2.0,0.0,1.0,2.0,2.0,9.0,35002.0,49.0,5740.0,0.0,0.0,1.0,20.0,470.0,3.0,False
21.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,4655.0,0.0,0.0,1.0,10.0,4000.0,3.0,False
25.0,20.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,5240.0,1.0,49000.0,1.0,27.0,19200.0,1.0,False
21.0,19.0,5.0,2.0,0.0,1.0,2.0,2.0,1.0,49003.0,49.0,4655.0,0.0,0.0,1.0,35.0,3500.0,3.0,False
32.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,49004.0,49.0,4720.0,10.0,49000.0,1.0,40.0,17510.0,1.0,False
21.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,49003.0,49.0,2205.0,10.0,49000.0,2.0,15.0,8000.0,1.0,False
18.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,9.0,5001.0,49.0,7905.0,0.0,0.0,1.0,50.0,5000.0,6.0,False
18.0,18.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,5740.0,10.0,49000.0,1.0,27.0,5000.0,1.0,False
20.0,19.0,5.0,1.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,1108.0,1.0,49000.0,1.0,20.0,5000.0,1.0,False
62.0,16.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,57002.0,49.0,8710.0,1.0,57000.0,1.0,20.0,36400.0,1.0,True
18.0,16.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,53001.0,49.0,4020.0,2.0,53001.0,1.0,20.0,1400.0,1.0,False
20.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,49003.0,49.0,6260.0,1.0,49000.0,1.0,20.0,8000.0,1.0,False
55.0,20.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,35007.0,49.0,600.0,0.0,0.0,1.0,40.0,34000.0,6.0,False
21.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,49003.0,49.0,5610.0,1.0,49000.0,1.0,35.0,7500.0,1.0,True
20.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,35002.0,49.0,5740.0,0.0,0.0,1.0,20.0,2000.0,6.0,False
18.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,9.0,49003.0,49.0,4720.0,0.0,0.0,1.0,22.0,3100.0,6.0,False
68.0,16.0,1.0,2.0,0.0,5.0,2.0,1.0,1.0,35003.0,49.0,6260.0,1.0,35000.0,6.0,30.0,500.0,1.0,False
20.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35002.0,49.0,3603.0,2.0,35000.0,1.0,30.0,21000.0,1.0,False
65.0,18.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,35008.0,49.0,7750.0,1.0,35000.0,4.0,30.0,14100.0,1.0,True
20.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,49002.0,49.0,5240.0,1.0,49000.0,1.0,40.0,2000.0,1.0,False
25.0,21.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,49003.0,49.0,650.0,1.0,49000.0,1.0,40.0,53000.0,1.0,False
24.0,13.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,53001.0,49.0,3740.0,0.0,0.0,5.0,12.0,9700.0,6.0,False
32.0,13.0,4.0,1.0,0.0,1.0,3.0,2.0,8.0,3001.0,49.0,6130.0,0.0,0.0,1.0,40.0,20000.0,6.0,False
21.0,16.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,7340.0,1.0,49000.0,1.0,40.0,19000.0,1.0,False
46.0,18.0,4.0,1.0,0.0,1.0,3.0,1.0,1.0,13001.0,49.0,4230.0,0.0,0.0,1.0,40.0,8300.0,6.0,False
18.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,5001.0,49.0,4435.0,2.0,5001.0,3.0,10.0,3000.0,1.0,False
22.0,20.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,5001.0,49.0,4720.0,0.0,0.0,1.0,50.0,20800.0,6.0,False
28.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35002.0,49.0,2545.0,9.0,35000.0,2.0,35.0,120000.0,1.0,False
21.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,8.0,49001.0,49.0,8140.0,1.0,49000.0,4.0,40.0,98000.0,1.0,False
63.0,16.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,35008.0,49.0,7750.0,1.0,35000.0,4.0,30.0,20200.0,1.0,True
23.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,9130.0,0.0,0.0,1.0,25.0,4000.0,6.0,False
26.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35002.0,49.0,2300.0,1.0,35000.0,1.0,30.0,20000.0,1.0,False
47.0,16.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,35009.0,49.0,6260.0,0.0,0.0,1.0,33.0,2000.0,6.0,False
21.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,5001.0,49.0,9620.0,0.0,0.0,1.0,30.0,10000.0,3.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,11001.0,49.0,9825.0,1.0,11000.0,5.0,40.0,18000.0,4.0,True
18.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,5001.0,49.0,4150.0,1.0,5001.0,1.0,20.0,7300.0,1.0,False
23.0,16.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,35003.0,49.0,8710.0,1.0,35000.0,1.0,20.0,6360.0,1.0,True
20.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,35002.0,49.0,2205.0,10.0,35000.0,2.0,20.0,6000.0,1.0,False
50.0,13.0,5.0,1.0,0.0,1.0,3.0,2.0,3.0,57002.0,49.0,4230.0,1.0,57000.0,1.0,40.0,18000.0,1.0,False
48.0,22.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,13001.0,49.0,440.0,0.0,0.0,1.0,40.0,1800.0,6.0,False
25.0,20.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,5240.0,1.0,49000.0,1.0,27.0,19200.0,1.0,False
20.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,49003.0,49.0,4220.0,9.0,49000.0,2.0,20.0,1000.0,1.0,False
18.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,5001.0,49.0,4600.0,0.0,0.0,1.0,40.0,4500.0,6.0,False
21.0,19.0,5.0,2.0,0.0,1.0,2.0,2.0,1.0,49002.0,49.0,5300.0,1.0,49000.0,1.0,40.0,7000.0,1.0,False
25.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,5001.0,49.0,4810.0,1.0,5001.0,1.0,30.0,45000.0,1.0,False
22.0,20.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,5001.0,49.0,4720.0,0.0,0.0,1.0,50.0,20800.0,6.0,False
24.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,21001.0,49.0,4760.0,0.0,0.0,1.0,30.0,500.0,6.0,False
23.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,2205.0,0.0,0.0,1.0,13.0,1800.0,6.0,False
19.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,35002.0,49.0,4055.0,10.0,35000.0,1.0,35.0,3700.0,1.0,False
26.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,6.0,49003.0,49.0,2600.0,10.0,49000.0,1.0,20.0,11000.0,1.0,False
18.0,18.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,5740.0,10.0,49000.0,1.0,27.0,5000.0,1.0,False
48.0,22.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,11002.0,49.0,440.0,0.0,0.0,1.0,40.0,1800.0,6.0,False
55.0,17.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,35009.0,49.0,5240.0,0.0,0.0,3.0,42.0,2700.0,6.0,False
40.0,16.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,49002.0,49.0,8740.0,0.0,0.0,2.0,10.0,6620.0,6.0,False
25.0,21.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,2001.0,1.0,49000.0,1.0,40.0,10000.0,1.0,False
18.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,750.0,11.0,49000.0,1.0,20.0,5200.0,1.0,False
