AGEP,SCHL,MAR,DIS,ESP,CIT,MIG,SEX,RAC1P,PUMA,ST,OCCP,JWTR,POWPUMA,COW,WKHP,PINCP,ESR,JWMNP
19.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,300.0,56.0,5740.0,11.0,300.0,1.0,12.0,4800.0,1.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,400.0,56.0,6050.0,1.0,400.0,1.0,20.0,6200.0,1.0,True
29.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,56.0,6800.0,0.0,0.0,1.0,2.0,1200.0,6.0,False
18.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,6.0,300.0,56.0,1970.0,2.0,300.0,4.0,20.0,5050.0,1.0,False
18.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,5.0,100.0,56.0,4150.0,10.0,100.0,1.0,15.0,6000.0,1.0,False
30.0,12.0,5.0,2.0,0.0,1.0,1.0,1.0,3.0,500.0,56.0,4210.0,0.0,0.0,1.0,25.0,970.0,6.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,6050.0,0.0,0.0,1.0,40.0,6000.0,3.0,False
33.0,16.0,4.0,2.0,0.0,1.0,3.0,1.0,1.0,500.0,56.0,7260.0,0.0,0.0,1.0,40.0,6400.0,6.0,False
19.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,300.0,56.0,3960.0,0.0,0.0,1.0,20.0,1300.0,6.0,False
19.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,4720.0,10.0,300.0,1.0,15.0,3300.0,1.0,False
19.0,18.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,100.0,56.0,6260.0,1.0,100.0,1.0,40.0,13900.0,1.0,False
19.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,8.0,100.0,56.0,4720.0,0.0,0.0,1.0,20.0,5000.0,6.0,False
22.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,1970.0,2.0,300.0,4.0,20.0,10050.0,1.0,False
21.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,100.0,56.0,4622.0,10.0,100.0,4.0,10.0,14000.0,1.0,False
54.0,17.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,400.0,56.0,4110.0,0.0,0.0,4.0,18.0,960.0,6.0,False
38.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,200.0,56.0,9130.0,0.0,0.0,1.0,40.0,48000.0,6.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,400.0,56.0,4150.0,1.0,400.0,1.0,15.0,2000.0,1.0,False
20.0,18.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,300.0,56.0,3870.0,1.0,300.0,5.0,72.0,19000.0,4.0,False
20.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,500.0,56.0,4020.0,10.0,500.0,1.0,20.0,970.0,1.0,False
18.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,400.0,56.0,5400.0,0.0,0.0,1.0,40.0,2000.0,3.0,False
29.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,9.0,500.0,56.0,310.0,0.0,0.0,1.0,80.0,42000.0,2.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,6050.0,0.0,0.0,6.0,40.0,4660.0,6.0,False
19.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,9365.0,0.0,0.0,1.0,40.0,4000.0,6.0,False
18.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,300.0,56.0,4720.0,0.0,0.0,1.0,40.0,5000.0,6.0,False
19.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,4230.0,0.0,0.0,1.0,34.0,5400.0,3.0,False
25.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,8.0,300.0,56.0,9610.0,0.0,0.0,1.0,40.0,3000.0,6.0,False
44.0,16.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,400.0,56.0,9142.0,0.0,0.0,2.0,45.0,20000.0,6.0,False
27.0,17.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,6260.0,0.0,0.0,6.0,40.0,12000.0,6.0,False
19.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,300.0,56.0,3960.0,0.0,0.0,1.0,20.0,1300.0,6.0,False
22.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,400.0,56.0,6355.0,0.0,0.0,1.0,40.0,37100.0,6.0,False
42.0,16.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,500.0,56.0,4020.0,1.0,500.0,1.0,40.0,37100.0,1.0,False
19.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,400.0,56.0,4350.0,1.0,400.0,6.0,30.0,3700.0,1.0,False
56.0,21.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,100.0,56.0,5120.0,10.0,100.0,1.0,45.0,26000.0,1.0,False
48.0,16.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,400.0,56.0,9620.0,0.0,0.0,2.0,30.0,14100.0,6.0,False
29.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,400.0,56.0,4700.0,0.0,0.0,1.0,50.0,39000.0,6.0,False
22.0,19.0,5.0,2.0,0.0,5.0,1.0,2.0,1.0,300.0,56.0,4110.0,2.0,300.0,1.0,19.0,3200.0,1.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,300.0,56.0,4030.0,0.0,0.0,1.0,25.0,5200.0,6.0,False
18.0,18.0,5.0,1.0,0.0,1.0,3.0,2.0,1.0,100.0,56.0,205.0,0.0,0.0,6.0,30.0,1000.0,2.0,False
29.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,500.0,56.0,6800.0,0.0,0.0,1.0,2.0,1200.0,6.0,False
19.0,18.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,100.0,56.0,6260.0,1.0,100.0,1.0,40.0,13900.0,1.0,False
21.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,300.0,56.0,1970.0,1.0,300.0,4.0,20.0,10050.0,1.0,False
33.0,21.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,100.0,56.0,3421.0,10.0,100.0,1.0,20.0,19400.0,1.0,False
20.0,18.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,56.0,8140.0,1.0,500.0,6.0,30.0,2000.0,1.0,False
28.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,300.0,56.0,1360.0,1.0,300.0,5.0,50.0,14000.0,4.0,False
20.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,6730.0,0.0,0.0,4.0,40.0,22000.0,6.0,False
20.0,16.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,200.0,56.0,9610.0,0.0,0.0,1.0,20.0,2000.0,6.0,False
19.0,18.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,300.0,56.0,3870.0,1.0,300.0,5.0,48.0,10000.0,4.0,False
18.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,6305.0,0.0,0.0,1.0,40.0,15000.0,6.0,False
24.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,400.0,56.0,6230.0,0.0,0.0,1.0,80.0,24000.0,6.0,False
19.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,5600.0,0.0,0.0,1.0,40.0,8000.0,6.0,False
26.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,4251.0,0.0,0.0,1.0,40.0,10000.0,6.0,False
27.0,21.0,3.0,2.0,0.0,1.0,3.0,2.0,9.0,300.0,56.0,4965.0,1.0,300.0,1.0,40.0,140000.0,1.0,False
19.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,300.0,56.0,4600.0,0.0,0.0,6.0,10.0,200.0,3.0,False
19.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,100.0,56.0,4600.0,0.0,0.0,6.0,10.0,200.0,3.0,False
19.0,19.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,100.0,56.0,4640.0,10.0,100.0,4.0,8.0,4000.0,1.0,False
42.0,16.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,56.0,7000.0,10.0,100.0,1.0,40.0,42000.0,1.0,False
18.0,16.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,6050.0,0.0,0.0,1.0,40.0,6000.0,3.0,False
19.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,200.0,56.0,2350.0,10.0,200.0,1.0,8.0,1500.0,1.0,False
39.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,100.0,56.0,5120.0,1.0,100.0,6.0,40.0,9600.0,1.0,True
35.0,22.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,100.0,56.0,440.0,1.0,100.0,6.0,50.0,3500.0,1.0,True
35.0,19.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,400.0,56.0,5740.0,1.0,400.0,1.0,28.0,50000.0,1.0,False
49.0,22.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,400.0,56.0,2830.0,11.0,400.0,6.0,40.0,50000.0,1.0,False
47.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,400.0,56.0,2320.0,1.0,400.0,3.0,50.0,43000.0,1.0,False
32.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,200.0,56.0,4030.0,10.0,200.0,1.0,30.0,6000.0,1.0,False
57.0,19.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,400.0,56.0,7540.0,1.0,400.0,6.0,40.0,35500.0,1.0,False
53.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,400.0,56.0,4700.0,1.0,400.0,1.0,50.0,30000.0,1.0,False
48.0,18.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,300.0,56.0,4760.0,1.0,300.0,1.0,48.0,52000.0,1.0,False
65.0,20.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,500.0,56.0,1310.0,1.0,500.0,1.0,36.0,185800.0,1.0,False
36.0,18.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,300.0,56.0,9130.0,1.0,300.0,1.0,50.0,67100.0,1.0,False
31.0,20.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,300.0,56.0,4510.0,11.0,300.0,6.0,12.0,6500.0,1.0,False
56.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,500.0,56.0,5630.0,1.0,500.0,1.0,40.0,15000.0,1.0,False
63.0,20.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,500.0,56.0,6950.0,0.0,0.0,1.0,40.0,20000.0,3.0,False
36.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,3.0,500.0,56.0,4622.0,1.0,500.0,2.0,34.0,23000.0,1.0,False
42.0,16.0,3.0,2.0,0.0,1.0,1.0,1.0,3.0,500.0,56.0,3605.0,0.0,0.0,3.0,40.0,17800.0,3.0,False
26.0,18.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,100.0,56.0,6260.0,1.0,100.0,1.0,50.0,48000.0,1.0,True
30.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,100.0,56.0,5310.0,1.0,100.0,1.0,40.0,18000.0,1.0,False
40.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,400.0,56.0,5740.0,1.0,400.0,1.0,40.0,40000.0,1.0,False
39.0,14.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,400.0,56.0,9130.0,1.0,500.0,1.0,50.0,45000.0,1.0,False
75.0,22.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,300.0,56.0,4760.0,0.0,0.0,1.0,12.0,13700.0,6.0,False
36.0,20.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,200.0,56.0,4760.0,1.0,200.0,1.0,40.0,60000.0,1.0,False
32.0,21.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,200.0,56.0,3255.0,0.0,0.0,3.0,36.0,60000.0,2.0,False
63.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,300.0,56.0,5550.0,1.0,300.0,5.0,44.0,48000.0,1.0,True
75.0,17.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,100.0,56.0,4920.0,1.0,100.0,6.0,50.0,68300.0,1.0,False
69.0,13.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,300.0,56.0,4510.0,1.0,300.0,6.0,40.0,72200.0,1.0,False
38.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,300.0,56.0,1551.0,1.0,190.0,1.0,40.0,50000.0,1.0,True
38.0,21.0,5.0,1.0,0.0,1.0,1.0,2.0,1.0,200.0,56.0,5310.0,1.0,200.0,5.0,7.0,5000.0,1.0,False
43.0,16.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,200.0,56.0,6200.0,1.0,200.0,1.0,50.0,65000.0,1.0,False
32.0,11.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,100.0,56.0,9645.0,0.0,0.0,1.0,20.0,7000.0,3.0,False
72.0,20.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,300.0,56.0,5120.0,0.0,0.0,2.0,4.0,22300.0,6.0,False
34.0,22.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,500.0,56.0,4940.0,0.0,0.0,1.0,12.0,5550.0,6.0,False
36.0,19.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,500.0,56.0,440.0,1.0,500.0,1.0,50.0,86600.0,1.0,False
66.0,22.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,1530.0,1.0,300.0,4.0,15.0,100000.0,1.0,False
64.0,21.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,300.0,56.0,4340.0,1.0,300.0,1.0,8.0,5000.0,1.0,False
48.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,500.0,56.0,5000.0,1.0,500.0,3.0,40.0,64370.0,1.0,False
48.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,500.0,56.0,1360.0,1.0,500.0,2.0,40.0,118000.0,1.0,False
57.0,19.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,56.0,6355.0,1.0,100.0,1.0,40.0,70050.0,1.0,True
55.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,100.0,56.0,4830.0,1.0,100.0,7.0,40.0,22900.0,1.0,True
68.0,22.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,500.0,56.0,350.0,1.0,500.0,2.0,45.0,89000.0,1.0,False
58.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,56.0,2002.0,1.0,100.0,1.0,36.0,110000.0,1.0,False
59.0,20.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,100.0,56.0,5120.0,1.0,100.0,2.0,24.0,15000.0,1.0,False
72.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,300.0,56.0,5820.0,1.0,300.0,1.0,44.0,39000.0,1.0,False
77.0,16.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,500.0,56.0,205.0,1.0,500.0,6.0,50.0,46700.0,1.0,False
57.0,20.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,200.0,56.0,4230.0,1.0,200.0,1.0,40.0,23000.0,1.0,False
63.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,500.0,56.0,6800.0,1.0,500.0,1.0,44.0,76000.0,1.0,True
58.0,21.0,1.0,2.0,0.0,5.0,1.0,2.0,1.0,500.0,56.0,440.0,1.0,500.0,6.0,25.0,7000.0,1.0,False
48.0,18.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,500.0,56.0,5740.0,1.0,500.0,1.0,50.0,76000.0,1.0,False
53.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,400.0,56.0,420.0,1.0,400.0,2.0,25.0,14100.0,1.0,False
67.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,500.0,56.0,4720.0,1.0,500.0,1.0,21.0,20000.0,1.0,False
55.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,400.0,56.0,2330.0,1.0,400.0,3.0,35.0,24000.0,1.0,False
30.0,17.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,400.0,56.0,8740.0,1.0,400.0,1.0,40.0,65000.0,1.0,False
37.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,56.0,1530.0,11.0,100.0,7.0,40.0,50000.0,1.0,False
34.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,100.0,56.0,3322.0,1.0,100.0,1.0,30.0,40000.0,1.0,False
71.0,19.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,400.0,56.0,7240.0,11.0,400.0,6.0,10.0,32900.0,1.0,False
39.0,22.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,200.0,56.0,2205.0,1.0,200.0,2.0,45.0,56000.0,1.0,False
35.0,19.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,200.0,56.0,205.0,11.0,200.0,7.0,80.0,70000.0,1.0,False
62.0,19.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,400.0,56.0,7640.0,1.0,400.0,5.0,56.0,93000.0,1.0,True
26.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,400.0,56.0,9645.0,1.0,400.0,1.0,21.0,5300.0,1.0,True
31.0,18.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,56.0,6305.0,1.0,100.0,1.0,40.0,75000.0,1.0,False
57.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,500.0,56.0,3270.0,1.0,500.0,6.0,2.0,5000.0,1.0,False
57.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,500.0,56.0,6260.0,1.0,500.0,1.0,40.0,20000.0,1.0,True
68.0,20.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,100.0,56.0,3255.0,1.0,100.0,2.0,20.0,55700.0,1.0,False
25.0,19.0,5.0,2.0,0.0,1.0,3.0,1.0,9.0,300.0,56.0,4000.0,1.0,300.0,1.0,40.0,15000.0,1.0,False
61.0,19.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,500.0,56.0,6200.0,1.0,500.0,1.0,45.0,153000.0,1.0,True
59.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,500.0,56.0,2310.0,1.0,500.0,2.0,45.0,83000.0,1.0,False
64.0,16.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,56.0,7220.0,1.0,690.0,1.0,40.0,100000.0,1.0,True
35.0,16.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,56.0,6515.0,1.0,100.0,1.0,30.0,25000.0,1.0,True
24.0,16.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,56.0,9610.0,1.0,100.0,6.0,65.0,43000.0,1.0,False
22.0,16.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,100.0,56.0,4110.0,1.0,100.0,1.0,35.0,17000.0,1.0,False
31.0,17.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,56.0,9610.0,1.0,100.0,6.0,65.0,12000.0,1.0,False
29.0,19.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,300.0,56.0,9830.0,1.0,300.0,5.0,40.0,26000.0,4.0,False
